-0.319105	-0.526483	-0.734691	-0.748724	-0.742834	-0.537160	-0.598115	-0.688462	-0.587825	-0.346339	-0.589852	-0.530390	-0.514644	-0.552523	-0.550025	-0.516916	-0.621912	-0.634414	-0.477325	-0.622917	-0.729734	-0.456538	-0.568274	-0.515423	-0.627884	-0.553284	-0.663890	-0.304018	-0.671221	-0.396598	-0.510703	-0.466368	-0.588098	-0.465358	-0.390348	-0.302050	-0.262135	-0.368986	-0.307893	-0.458225	-0.281138	-0.331793	-0.305462	-0.236666	-0.206597	-0.301355	-0.165552	-0.112954	0.084141	-0.286663	-0.180931	-0.115805	-0.012723	-0.253984	-0.201262	0.062846	-0.181222	0.229877	-0.021441	0.224947	-0.015010	0.094501	0.095082	0.148587	0.237830	0.341297	4.352603	67.474918	19.010216	1.004007	0.322341	0.240079	0.099980	-0.159641	0.219113	-0.096009	0.191318	-0.023388	0.033537	0.168433	-0.057458	0.118053	-0.133933	0.057931	-0.008792	0.057020	-0.129883	-0.161257	0.144981	-0.181035	0.097891	-0.128897	-0.000628	0.052174	0.072533	-0.220127	0.053504	-0.027660	-0.157912	0.103026	-0.017853	-0.142991	0.096541	-0.073412	0.089658	-0.095781	-0.087090	-0.149409	0.179945	-0.170858	-0.060918	-0.152523	-0.074662	0.031790	-0.294141	0.046071	-0.172794	-0.014561	-0.292025	-0.136998	-0.034841	-0.234860	-0.000730	-0.155722	-0.275441	-0.146090	0.002364	0.158338
-0.227709	-0.560962	-0.700239	-0.758228	-0.636453	-0.664545	-0.666559	-0.592072	-0.587339	-0.449748	-0.584370	-0.637796	-0.579093	-0.645943	-0.525562	-0.353592	-0.555491	-0.625936	-0.588726	-0.490562	-0.712265	-0.424084	-0.538816	-0.642809	-0.684341	-0.550799	-0.567499	-0.473361	-0.560844	-0.505003	-0.497230	-0.601746	-0.560638	-0.611725	-0.255996	-0.152712	-0.316593	-0.330537	-0.472242	-0.415780	-0.315616	-0.208429	-0.253028	-0.247169	-0.174143	-0.298871	-0.292938	-0.107472	-0.064224	-0.242221	-0.194430	-0.296138	0.078672	-0.096654	-0.199776	-0.076527	-0.193722	0.181413	-0.101874	0.007651	-0.020517	0.014068	0.123541	0.100122	0.188367	0.079046	0.953489	20.362518	72.418295	5.405093	0.377772	0.211595	0.120447	-0.139175	-0.183997	0.275107	-0.231772	0.126948	-0.051891	-0.052859	-0.011018	0.049609	-0.043536	0.032444	-0.053261	0.166398	0.039435	-0.273657	0.055558	-0.107621	-0.006517	-0.132406	-0.070072	0.033679	0.054038	-0.121738	-0.024931	-0.118083	-0.089493	0.027589	-0.083301	-0.024622	0.066058	-0.134864	-0.015749	-0.094296	-0.054635	-0.048024	0.177435	-0.103438	-0.145347	-0.040149	-0.039211	-0.133557	-0.290657	-0.010385	-0.091388	-0.083006	-0.263566	-0.081566	-0.037351	-0.205402	-0.062182	-0.169222	-0.118112	-0.343405	-0.304842	0.071911
-0.031076	-0.336357	-0.531578	-0.426730	-0.507753	-0.391989	-0.362034	-0.338496	-0.572524	-0.239129	-0.396729	-0.383221	-0.226616	-0.460299	-0.283975	-0.181935	-0.461756	-0.424308	-0.457028	-0.385838	-0.496651	-0.202476	-0.411114	-0.367255	-0.389806	-0.328192	-0.465772	-0.213792	-0.344231	-0.292386	-0.330567	-0.328190	-0.368001	-0.188319	-0.158264	0.022942	-0.274806	-0.025013	-0.242642	-0.107259	-0.092010	-0.110698	-0.149302	-0.041545	-0.022465	-0.112228	-0.100301	-0.001749	-0.083375	-0.156477	0.086118	-0.065539	0.278302	-0.071850	-0.120026	0.125100	-0.038048	0.238185	0.099754	0.158330	0.022269	0.111800	0.223270	0.204847	0.342042	0.122832	0.694577	1.542167	80.262280	60.678649	2.131848	0.632003	0.374022	0.241274	0.059589	0.229982	0.017808	0.094810	0.203683	0.163754	0.011789	0.202285	-0.001749	0.185120	0.222293	0.183210	0.146157	0.277621	0.108334	-0.052847	0.152153	0.220070	0.016671	0.312230	0.278643	0.127842	0.229644	0.048580	0.090156	0.252193	0.142303	0.043139	0.287666	0.092738	0.141923	-0.040520	0.029110	0.017740	0.404037	0.053234	0.075262	0.195445	0.190389	0.137001	-0.071047	0.039394	0.099250	0.144596	-0.059941	0.059122	0.306134	0.053168	0.056529	-0.024537	0.058541	-0.005914	0.080602	0.162650
-0.285385	-0.496760	-0.512161	-0.551169	-0.611213	-0.575368	-0.636324	-0.448949	-0.478182	-0.354577	-0.555134	-0.517650	-0.434971	-0.568754	-0.438383	-0.292387	-0.470311	-0.510785	-0.428620	-0.501286	-0.504207	-0.325916	-0.476612	-0.414771	-0.530229	-0.469614	-0.569232	-0.328241	-0.595543	-0.315926	-0.338123	-0.530551	-0.527405	-0.539531	-0.288697	-0.260338	-0.293350	-0.212389	-0.403045	-0.299630	-0.157508	-0.272100	-0.179835	-0.221928	-0.200850	-0.284619	-0.234730	-0.167147	-0.060961	-0.123074	-0.198161	-0.037131	0.056960	-0.101383	-0.200509	0.020642	-0.293356	0.047812	0.059231	0.045879	0.003724	0.072276	0.233696	0.068420	0.137683	0.188203	0.519189	0.086060	6.722257	58.839924	10.219197	0.799273	0.295538	0.066885	-0.107807	-0.091261	0.293968	-0.404255	0.261062	0.046308	-0.032730	0.072851	-0.076238	-0.037221	0.147804	0.152677	0.042697	0.032303	0.088790	-0.162301	0.093649	-0.010263	0.006118	0.254724	0.101257	0.058348	0.098212	-0.006928	-0.061256	0.037844	-0.001117	0.039580	0.203187	0.070197	0.053448	0.027848	-0.001422	-0.180625	0.236642	-0.006270	-0.109117	0.183893	-0.038945	0.004571	-0.270411	0.006863	0.027758	0.012165	-0.131432	0.110508	0.022854	-0.006335	-0.001976	-0.025100	-0.058905	-0.066416	-0.137743	0.220029
-0.218508	-0.492820	-0.593135	-0.628147	-0.625254	-0.627372	-0.551464	-0.580873	-0.590125	-0.471516	-0.512232	-0.576647	-0.486975	-0.618760	-0.361516	-0.409326	-0.601235	-0.610741	-0.502602	-0.547295	-0.649117	-0.478819	-0.643501	-0.553688	-0.445369	-0.479660	-0.600256	-0.321303	-0.593601	-0.223074	-0.352164	-0.486651	-0.513475	-0.362764	-0.331710	-0.166488	-0.400299	-0.274383	-0.533970	-0.406579	-0.213508	-0.211216	-0.317753	-0.128077	-0.296810	-0.214745	-0.307713	-0.246123	-0.049029	-0.212041	-0.115299	-0.213011	-0.008031	-0.214326	-0.187578	0.045561	-0.128577	0.162642	-0.016749	-0.059071	-0.089238	0.026266	0.091783	-0.029538	0.154611	0.050285	0.475177	0.116973	1.718205	44.340368	83.671689	4.710306	0.434343	0.255641	0.138891	-0.020387	0.024182	-0.002712	-0.282450	0.257041	-0.112706	0.142726	0.023607	-0.098215	-0.040063	0.063711	-0.033282	0.071208	0.082741	-0.250268	0.023663	-0.014314	-0.061870	0.191732	0.136166	-0.075574	-0.028717	-0.004986	-0.081291	0.018808	0.088738	-0.013423	0.152182	-0.007781	0.058387	-0.036143	-0.034445	-0.224637	0.114708	-0.161170	-0.030251	0.052968	-0.065974	0.032487	-0.233504	-0.058127	-0.088181	-0.027851	-0.174445	0.016546	0.012809	-0.103294	0.000965	-0.231949	-0.024995	-0.280258	-0.117819	0.139054
-0.297998	-0.687194	-0.815482	-0.767577	-0.663785	-0.745823	-0.721863	-0.665357	-0.627657	-0.568988	-0.652661	-0.544248	-0.482548	-0.832115	-0.579867	-0.429875	-0.710695	-0.835086	-0.705968	-0.596815	-0.753582	-0.562304	-0.662052	-0.736075	-0.645738	-0.517191	-0.699726	-0.394799	-0.732032	-0.503363	-0.608477	-0.512194	-0.633924	-0.647049	-0.253357	-0.339884	-0.477791	-0.278948	-0.462610	-0.408146	-0.412878	-0.356640	-0.391248	-0.437337	-0.375300	-0.397131	-0.409180	-0.188750	-0.247399	-0.471350	-0.261722	-0.240552	-0.154453	-0.196913	-0.272063	-0.113849	-0.425849	0.027208	-0.188146	-0.021678	-0.201695	-0.193084	-0.019675	-0.175961	0.014182	-0.036197	0.300783	-0.049429	0.451902	1.905234	80.037754	33.325122	1.056152	0.080247	0.172288	0.029993	-0.080282	0.005711	-0.230072	0.132597	-0.048339	-0.210490	-0.142796	-0.096786	-0.004668	0.027178	-0.189695	-0.227063	0.046208	-0.276811	-0.146736	-0.112785	-0.216284	0.051303	-0.010256	-0.125094	-0.113201	-0.160399	-0.186755	-0.044698	-0.227515	-0.261744	-0.053181	-0.265093	-0.095029	-0.183565	-0.211837	-0.264166	0.033220	-0.187713	-0.213637	-0.126421	-0.212396	-0.093956	-0.275032	-0.221533	-0.085753	-0.112335	-0.357831	-0.117889	-0.054693	-0.189777	-0.297305	-0.294455	-0.217371	-0.318789	-0.170335	0.072552
-0.240475	-0.399902	-0.588130	-0.652113	-0.543325	-0.572416	-0.587417	-0.468974	-0.497207	-0.333643	-0.577156	-0.440772	-0.519931	-0.631736	-0.416450	-0.347377	-0.483342	-0.434906	-0.512581	-0.519312	-0.656100	-0.393893	-0.573560	-0.456774	-0.494309	-0.349779	-0.512333	-0.303310	-0.545638	-0.264023	-0.403103	-0.406720	-0.415562	-0.391724	-0.221809	-0.214429	-0.255433	-0.340306	-0.325167	-0.256718	-0.287423	-0.198218	-0.282777	-0.099096	-0.179916	-0.231717	-0.140869	-0.201157	0.088845	-0.160082	-0.237166	-0.231981	0.103868	-0.146383	-0.338416	0.005612	-0.373321	0.184631	-0.026728	0.049831	-0.090226	-0.029667	-0.033082	-0.015541	0.089687	-0.075578	0.418245	0.126974	0.411523	0.306413	13.032339	62.216811	5.541247	0.457450	0.240800	0.069534	0.031186	-0.080623	-0.020701	-0.093597	0.265926	0.076803	-0.069289	0.020677	0.129778	0.074711	-0.060244	-0.096613	0.154680	-0.188319	0.082615	-0.118199	0.032047	0.208726	0.083230	-0.082556	0.159106	-0.128851	-0.095266	0.127710	-0.047116	-0.110315	0.217128	-0.005772	0.124332	0.020811	-0.005463	-0.102748	0.174659	-0.125195	-0.006264	0.004028	-0.024005	-0.002467	-0.217509	-0.002172	-0.151108	0.208923	-0.154454	-0.055371	0.081751	-0.074312	0.038938	-0.084086	-0.086922	-0.147380	-0.155770	0.075129
-0.155601	-0.368974	-0.534225	-0.535271	-0.455455	-0.482547	-0.428617	-0.416068	-0.367379	-0.159858	-0.450325	-0.327926	-0.514977	-0.519889	-0.260647	-0.257508	-0.428439	-0.482899	-0.407727	-0.437436	-0.535262	-0.247081	-0.349825	-0.467804	-0.418427	-0.211958	-0.321565	-0.287368	-0.451773	-0.216112	-0.321226	-0.290877	-0.397621	-0.309847	-0.152919	-0.022662	-0.201528	-0.174513	-0.445089	-0.026989	-0.261491	-0.176282	-0.119981	-0.165071	-0.071066	-0.209780	-0.242808	-0.077323	0.061830	-0.226057	-0.030415	0.033712	0.217713	-0.064507	-0.063732	0.160416	-0.101634	0.306468	0.031173	0.161677	0.001640	0.065197	0.031812	0.120282	0.182552	0.091214	0.461161	0.047013	0.415478	0.264414	2.189141	62.867119	77.842904	4.099766	0.508491	0.416146	0.482693	-0.074670	0.121116	0.135133	0.067084	0.514324	0.025574	0.229427	0.255610	0.189554	0.256398	0.069180	0.244548	-0.025523	0.160495	0.063577	0.096941	0.181711	0.089183	0.058262	0.146078	0.079899	0.155442	0.189606	0.072723	0.039493	0.253051	0.135046	0.212203	-0.070140	0.196294	-0.060831	0.260531	-0.049313	0.090597	0.095895	0.035894	0.107382	-0.079688	0.068715	0.072627	0.099991	-0.047602	0.115417	0.072718	0.061510	0.139796	-0.040171	0.081868	-0.024544	-0.006960	0.240922
-0.350886	-0.564259	-0.702537	-0.668618	-0.721669	-0.565944	-0.714811	-0.522442	-0.576650	-0.486012	-0.683572	-0.605129	-0.538434	-0.621268	-0.499888	-0.365880	-0.601745	-0.635227	-0.551064	-0.612740	-0.726551	-0.411397	-0.516139	-0.454298	-0.621704	-0.459191	-0.764603	-0.340794	-0.678027	-0.412396	-0.460567	-0.490158	-0.456043	-0.396241	-0.433119	-0.193971	-0.386823	-0.263904	-0.436578	-0.382114	-0.208024	-0.202735	-0.261320	-0.188528	-0.246371	-0.306164	-0.273258	-0.112767	-0.182406	-0.207556	-0.155769	-0.300434	-0.087462	-0.185865	-0.211065	-0.069834	-0.293922	0.080214	-0.074202	0.018340	-0.122715	-0.059159	0.035328	-0.065013	0.125130	0.036788	0.229912	0.082497	0.213200	0.142056	0.273576	2.928577	70.606660	21.485900	0.800718	0.346735	0.334361	0.086688	-0.122121	0.181606	-0.192137	0.286072	-0.222658	-0.138686	0.181205	0.082182	-0.101724	-0.090141	0.101212	-0.267761	0.139037	-0.068770	0.034523	0.137276	0.167624	-0.199960	0.166577	-0.129372	0.070047	0.034282	-0.086598	-0.011935	0.028795	-0.044255	0.015919	-0.196494	-0.122867	-0.192180	0.163149	-0.207635	-0.069722	-0.065424	0.008441	-0.061929	-0.334913	-0.043653	-0.140640	-0.064325	-0.280849	-0.051896	-0.058631	-0.067840	-0.073471	-0.312379	-0.076454	-0.213835	-0.162285	0.143539
-0.217877	-0.574106	-0.617479	-0.743400	-0.708539	-0.764603	-0.660723	-0.711110	-0.749334	-0.392963	-0.539573	-0.591001	-0.563266	-0.620126	-0.521724	-0.531572	-0.629575	-0.542177	-0.588884	-0.685525	-0.739395	-0.498167	-0.624888	-0.576034	-0.644538	-0.604903	-0.670554	-0.400592	-0.664898	-0.367298	-0.500384	-0.475031	-0.431925	-0.473022	-0.386024	-0.233789	-0.362705	-0.345680	-0.523348	-0.418935	-0.285804	-0.256539	-0.445993	-0.288285	-0.205269	-0.295033	-0.339049	-0.117620	-0.112333	-0.270350	-0.207575	-0.191400	-0.144262	-0.039869	-0.356777	-0.154607	-0.300773	0.053383	-0.163970	-0.112386	-0.279416	0.019905	-0.049444	-0.134801	0.062335	-0.057975	0.291992	-0.050227	0.293262	0.066274	0.077915	0.462186	23.503906	73.905623	4.078583	0.528696	0.384454	0.154763	-0.211889	-0.108961	0.110703	0.092408	-0.099638	-0.089592	0.102426	0.008398	0.141175	0.004907	0.091364	-0.241645	0.008310	0.058245	0.007693	0.098457	0.048886	-0.062955	0.006880	-0.098260	-0.165575	-0.001540	-0.145396	-0.099705	-0.020014	-0.001155	0.069008	-0.095452	-0.068779	-0.336893	0.079375	-0.109590	-0.078571	0.088565	-0.072335	0.019132	-0.312793	-0.081472	-0.184453	-0.074172	-0.273714	-0.053752	-0.020526	-0.171594	-0.137264	-0.324224	-0.044343	-0.209697	-0.290015	0.027798
