1D 255 -512,000000 260608,000000	[nbin xmin xmax]
147456,000000	227,365781
148480,000000	228,011953
149504,000000	228,573594
150528,000000	228,822891
151552,000000	229,280781
152576,000000	229,673203
153600,000000	230,161016
154624,000000	230,596563
155648,000000	231,083672
156672,000000	231,455156
157696,000000	231,817578
158720,000000	232,189609
159744,000000	232,668594
160768,000000	233,009062
161792,000000	233,364766
162816,000000	233,744609
163840,000000	234,395938
164864,000000	234,549297
165888,000000	234,603828
166912,000000	235,359141
167936,000000	235,438281
168960,000000	235,810625
169984,000000	236,241719
171008,000000	236,380469
172032,000000	236,954922
173056,000000	236,989531
174080,000000	237,459375
175104,000000	237,492344
176128,000000	237,937187
177152,000000	238,078984
178176,000000	238,429219
179200,000000	238,610703
180224,000000	238,778828
181248,000000	239,137656
182272,000000	239,304531
183296,000000	239,347578
184320,000000	239,772031
185344,000000	239,796250
186368,000000	240,268125
187392,000000	240,404531
188416,000000	240,383828
189440,000000	240,812969
190464,000000	240,974531
191488,000000	241,123594
192512,000000	241,398750
193536,000000	241,608516
194560,000000	241,355391
195584,000000	241,832500
196608,000000	242,036094
197632,000000	242,237656
198656,000000	242,328203
199680,000000	242,528984
200704,000000	242,565313
201728,000000	242,790938
202752,000000	243,053359
203776,000000	243,229688
204800,000000	243,306875
205824,000000	243,545234
206848,000000	243,669297
207872,000000	243,821875
208896,000000	244,192266
209920,000000	244,289609
210944,000000	244,202891
211968,000000	244,478516
212992,000000	244,620781
214016,000000	244,667188
215040,000000	244,761094
216064,000000	245,102422
217088,000000	245,072578
218112,000000	245,258125
219136,000000	245,523047
220160,000000	245,548516
221184,000000	245,601328
222208,000000	245,725781
223232,000000	245,905078
224256,000000	245,779766
225280,000000	246,038437
226304,000000	246,140781
227328,000000	246,473828
228352,000000	246,378906
229376,000000	246,452812
230400,000000	246,527422
231424,000000	246,556875
232448,000000	246,819687
233472,000000	246,881172
234496,000000	247,110469
235520,000000	247,171641
236544,000000	247,112500
237568,000000	247,165781
238592,000000	247,396641
239616,000000	247,515703
240640,000000	247,599219
241664,000000	247,630859
242688,000000	247,742344
243712,000000	247,746406
244736,000000	247,885703
245760,000000	248,020234
246784,000000	247,879297
247808,000000	248,234688
248832,000000	248,345391
249856,000000	248,302188
250880,000000	248,410469
251904,000000	248,498203
252928,000000	248,580781
253952,000000	248,638672
254976,000000	248,726719
256000,000000	249,000547
257024,000000	248,866875
258048,000000	249,020234
259072,000000	248,866797
260096,000000	249,138828
